Sports,Major League Baseball,Baltimore Orioles,http://mlb.mlb.com/partnerxml/gen/news/rss/bal.xml
Finance,Market Watch,Banking & Financial Services,http://www.marketwatch.com/rss/financial
Finance,Charlotte Observer,Banking News,http://www.charlotteobserver.com/138/index.rss
Sports,ESPN,Barry Melrose   ,http://search.espn.go.com/rss/barry-melrose/   
Sports,ESPN,Beano-Cook   ,http://search.espn.go.com/rss/beano-cook/   
Sports,ESPN,Big 12,http://espn.go.com/blog/feed?blog=big12   
YouTube,CBS,Big Brother ,https://gdata.youtube.com/feeds/base/users/bigbrother/uploads
Sports,ESPN,Big East,http://espn.go.com/blog/feed?blog=bigeast   
Sports,ESPN,Big Ten,http://espn.go.com/blog/feed?blog=bigten   
Opinion,The Hill,Bill Press,http://thehill.com/taxonomy/term/1916/feed
Sports,ESPN,Bill Simmons     ,http://search.espn.go.com/rss/bill-simmons/   
Sports,ESPN,Bill Williamson    ,http://search.espn.go.com/rss/bill-williamson/   
Political,Library of Congress,Bills Presented to the President,http://thomas.loc.gov/home/rss/presentedtopresident.xml
Weather,FEMA,Blog,http://www.fema.gov/data/blog.rss
Political,Library of Congress,Blog,http://blogs.loc.gov/loc/feed/
Entertainment,Hulu,Blog,http://rss.hulu.com/HuluBlog
Opinion,The Hill,Blog Briefing Room,http://thehill.com/taxonomy/term/16/feed
Political,Whitehouse.gov,Blog Feed,http://www.whitehouse.gov/feed/blog/white-house
Health,MedPage Today,Blogs,http://www.medpagetoday.com/rss/Blogs.xml
YouTube,CBS,Blue Bloods,https://gdata.youtube.com/feeds/base/users/BlueBloods/uploads
Finance,Forbes,Bonds,http://www.forbes.com/bonds/index.xml
Sports,Major League Baseball,Boston Red Sox,http://mlb.mlb.com/partnerxml/gen/news/rss/bos.xml
Sports,ESPN,Boxing Headlines   ,http://sports.espn.go.com/espn/rss/boxing/news
Finance,Market Watch,Breaking News Bulletins  ,http://feeds.marketwatch.com/marketwatch/bulletins
News,Charlotte Observer,Breaking Stories,http://www.charlotteobserver.com/breaking/index.rss
Opinion,The Hill,Brent Budowsky,http://thehill.com/taxonomy/term/1120/feed
Video,BBC,Business,http://feeds.bbci.co.uk/news/video_and_audio/business/rss.xml?edition=uk
News,BBC,Business,http://feeds.bbci.co.uk/news/business/rss.xml?edition=uk
Finance,Forbes,Business,http://www.forbes.com/business/index.xml
Business,AP,Business,http://hosted2.ap.org/atom/APDEFAULT/f70471f764144b2fab526d39972d37b3
Business,Sky,Business,http://news.sky.com/feeds/rss/business.xml
Business,News.com.au,Business,http://feeds.news.com.au/public/rss/2.0/business_top_stories_346.xml 
Business,The Hill,Business &amp; Lobbying,http://thehill.com/taxonomy/term/20/feed
Sports,ESPN,Buster-Olney   ,http://search.espn.go.com/rss/buster-olney/   
News,The Hill,Campaign,http://thehill.com/taxonomy/term/1077/feed
Health,Consumer Product Safety  Commission,Carbon Monoxide Injury Statistics,http://www.cpsc.gov/en/Newsroom/CPSC-RSS-Feed/Carbon-Monoxide-Injury-Statistics/
Health,MedPage Today,Cardiovascular,http://www.medpagetoday.com/rss/Cardiology.xml
Technology,Ars Technica,Cars Technica,http://feeds.arstechnica.com/arstechnica/cars?format=xml
YouTube,CBS,CBS,https://gdata.youtube.com/feeds/base/userss/CBS/uploads
YouTube,CBS,CBS Evening News ,https://gdata.youtube.com/feeds/base/users/CBSEveningNews/uploads
News,CBS News,CBS investigates,http://www.cbsnews.com/feeds/rss/cbsnews_investigates.rss
YouTube,CBS,CBS News ,https://gdata.youtube.com/feeds/base/users/CBSNewsOnline/uploads
News,CBS News,CBS News Video,http://www.cbsnews.com/latest/rss/video
YouTube,CBS,CBS Sports,https://gdata.youtube.com/feeds/base/users/CBSSports/uploads
News,CBS News,CBS This Morning,http://www.cbsnews.com/latest/rss/cbs-this-morning
YouTube,CBS,CBS This Morning ,https://gdata.youtube.com/feeds/base/users/CBSThisMorning/uploads
Political,Library of Congress,Center for the Book and read.gov,http://www.loc.gov/rss/cfb/news.xml
Sports,ESPN,Chad Ford   ,http://search.espn.go.com/rss/chad-ford/   
Health,Consumer Product Safety  Commission,Chairman Tenenbaum Statements,http://www.cpsc.gov/en/Newsroom/CPSC-RSS-Feed/Chairman-Tenenbaum-Statements/
Health,Consumer Product Safety  Commission,Chairman's Speeches,http://www.cpsc.gov/en/Newsroom/CPSC-RSS-Feed/Chairmans-Speeches/
Sports,ESPN,Charlie Creme     ,http://search.espn.go.com/rss/charlie-creme/   
Opinion,The Hill,Cheri Jacobus,http://thehill.com/taxonomy/term/1121/feed
Sports,Major League Baseball,Chicago Cubs,http://mlb.mlb.com/partnerxml/gen/news/rss/chc.xml
YouTube,NBC,Chicago Fire,https://gdata.youtube.com/feeds/base/users/nbcChicagoFire/uploads
YouTube,NBC,Chicago PD,https://gdata.youtube.com/feeds/base/users/NBCChicagoPD/uploads
Sports,Major League Baseball,Chicago White Sox,http://mlb.mlb.com/partnerxml/gen/news/rss/cws.xml
Health,Safercar.gov,Child Safety Seat Recalls,http://www-odi.nhtsa.dot.gov/rss/feeds/rss_recalls_C.xml
YouTube,CBS,CHOW,https://gdata.youtube.com/feeds/base/users/CHOW/uploads
Sports,ESPN,Chris Broussard    ,http://search.espn.go.com/rss/chris-broussard/   
Sports,ESPN,Chris Mortensen    ,http://search.espn.go.com/rss/chris-mortensen/  
Sports,ESPN,Chris Sheridan     ,http://search.espn.go.com/rss/chris-sheridan/   
Sports,ESPN,Chris-Low   ,http://search.espn.go.com/rss/chris-low/   
Political,Library of Congress,Chronicling America: Historic American Newspapers,http://www.loc.gov/rss/ndnp/ndnp.xml
Health,Consumer Product Safety  Commission,Cigarettes Technical Reports,http://www.cpsc.gov/en/Newsroom/CPSC-RSS-Feed/Cigarettes-Technical-Reports-/
Sports,Major League Baseball,Cincinnati Reds,http://mlb.mlb.com/partnerxml/gen/news/rss/cin.xml
Sports,Major League Baseball,Cleveland Indians,http://mlb.mlb.com/partnerxml/gen/news/rss/cle.xml
Finance,Forbes,CMO Network,http://www.forbes.com/cmo-network/index.xml
YouTube,CBS,CNET ,https://gdata.youtube.com/feeds/base/users/CNETTV/uploads
Political,Library of Congress,Collections Preservation,http://www.loc.gov/rss/preserv/news.xml
Sports,ESPN,College Football Headlines   ,http://sports.espn.go.com/espn/rss/ncf/news
Sports,ESPN,College Football Nation,http://espn.go.com/blog/feed?blog=ncfnation   
Sports,ESPN,College Sports Headlines,http://sports.espn.go.com/espn/rss/ncaa/news
Sports,Major League Baseball,Colorado Rockies,http://mlb.mlb.com/partnerxml/gen/news/rss/col.xml
Finance,Market Watch,Commentary,http://www.marketwatch.com/rss/commentary
Health,Consumer Product Safety  Commission,Commission Briefing Packages,http://www.cpsc.gov/en/Newsroom/CPSC-RSS-Feed/Commission-Briefing-Packages/
Health,Consumer Product Safety  Commission,Commissioner Buerkle Statements,http://www.cpsc.gov/en/Newsroom/CPSC-RSS-Feed/Commissioner-Buerkle-Statements-/
Finance,FDIC,Conferences & Events - Recent Updates,https://public.govdelivery.com/topics/USFDIC_17/feed.rss
News,The Hill,Congress Blog,http://thehill.com/taxonomy/term/17/feed
YouTube,NBC,Constantine,https://gdata.youtube.com/feeds/base/users/NBCConstantine/uploads
Finance,FDIC,Consumer Alerts - Recent Updates,https://public.govdelivery.com/topics/USFDIC_117/feed.rss
Finance,FDIC,Consumer News - Recent Updates,https://public.govdelivery.com/topics/USFDIC_15/feed.rss
Political,U.S. Department of Defense,Contract - U.S. Dept. of Defense,http://www.defense.gov/news/rss_contracts2.xml
News,The Hill,Contributors,http://thehill.com/taxonomy/term/18/feed
Political,Library of Congress,Copyright Matters: Digitization and Public Access,http://blogs.loc.gov/copyrightdigitization/feed/
Political,Library of Congress,Copyright Matters: Digitization and Public Access,http://blogs.loc.gov/copyrightdigitization/feed/
YouTube,CBS,Criminal Minds,https://gdata.youtube.com/feeds/base/users/CriminalMinds/uploads
Health,MedPage Today,Critical Care,http://www.medpagetoday.com/rss/CriticalCare.xml
YouTube,NBC,Crossbones,https://gdata.youtube.com/feeds/base/users/nbcCrossbones/uploads
Political,Library of Congress,CRS Employment Opportunities,http://www.loc.gov/rss/crs/jobs/jobs.xml
YouTube,CBS,CSI: Crime Scene Investigation,https://gdata.youtube.com/feeds/base/users/CSI/uploads
Finance,NYSE,CTA Announcements,http://feeds2.feedburner.com/CtaAnnouncements
Sports,ESPN,Curtis-Granderson   ,http://search.espn.go.com/rss/curtis-granderson/   
YouTube,CW,CWtelevision,https://gdata.youtube.com/feeds/base/userss/cwtelevision/uploads
Political,Library of Congress,Daily Digest,http://thomas.loc.gov/home/rss/dd.xml
Sports,ESPN,Damien Cox   ,http://search.espn.go.com/rss/damien-cox/   
Sports,ESPN,Dana O'Neil    ,http://search.espn.go.com/rss/dana-o-neil/   
Opinion,USNews.com,Data Mine ,http://www.usnews.com/blogrss/data-mine
Sports,ESPN,David Amber   ,http://search.espn.go.com/rss/david-amber/   
Opinion,The Hill,David Hill,http://thehill.com/taxonomy/term/1122/feed
Photos,David Kleinert Photography,David Kleinert Photography,http://davidkphotography.com/index.php?x=rss
Sports,ESPN,David Thorpe        ,http://search.espn.go.com/rss/david-thorpe/   
News,The Hill,Defense,http://thehill.com/taxonomy/term/39/feed
News,DoDLive,Department of Defense Blog,http://www.dodlive.mil/index.php/feed/
Finance,FDIC,Deposit Insurance Updates - Recent Updates,https://public.govdelivery.com/topics/USFDIC_122/feed.rss
Health,MedPage Today,Dermatology,http://www.medpagetoday.com/rss/Dermatology.xml
Sports,Major League Baseball,Detroit Tigers,http://mlb.mlb.com/partnerxml/gen/news/rss/det.xml
Opinion,The Hill,Dick Morris,http://thehill.com/taxonomy/term/1124/feed
Sports,ESPN,Dick Vitale    ,http://search.espn.go.com/rss/dick-vitale/   
Political,Library of Congress,Digital Preservation Outreach and Education (DPOE) Training Calendar,http://www.loc.gov/rss/dpoe/updates.xml
Political,Library of Congress,Dispatches from the Veterans History Project,http://www.loc.gov/rss/vhp/vhp.xml
Sports,ESPN,DJ Gallo     ,http://search.espn.go.com/rss/d-j-gallo/   
Weather,FEMA,Documents,http://www.fema.gov/media-library/assets/documents/rss.xml
Political,U.S. Department of Defense,DoD News Feed,http://www.defense.gov/news/afps2.xml
Video,YouTube,Doug Benson,https://www.youtube.com/rss/user/DougBensonVPN.rss
Sports,ESPN,Doug Gottlieb    ,http://search.espn.go.com/rss/doug-gottlieb/   
Sports,ESPN,Doug Kretz    ,http://search.espn.go.com/rss/doug-kretz/   
Political,Library of Congress,DRS Virtual Programs,http://www.loc.gov/rss/virtualprograms/news.xml
Entertainment,EarthCam,EarthCam,http://www.earthcam.com/rss.php
Health,USNews.com,Eat + Run ,http://www.usnews.com/blogrss/eat-run
Opinion,USNews.com,Editor's Note ,http://www.usnews.com/blogrss/editors-note
Opinion,The Hill,Editorials,http://thehill.com/taxonomy/term/1114/feed
Finance,Forbes,Education,http://www.forbes.com/education/index.xml
Education,New York Times,Education,http://feeds.nytimes.com/nyt/rss/Education
Education,USNews.com,Education ,http://www.usnews.com/rss/education
News,BBC,Education & Family,http://feeds.bbci.co.uk/news/education/rss.xml?edition=uk
Sports,ESPN,Ej Hradek   ,http://search.espn.go.com/rss/ej-hradek/   
Health,Consumer Product Safety  Commission,Electrical GFCI and AFCI Technical Reports,http://www.cpsc.gov/en/Newsroom/CPSC-RSS-Feed/Electrical-GFCI-and-AFCI-Technical-Reports-/
YouTube,CBS,Elementary,https://gdata.youtube.com/feeds/base/users/cbselementary/uploads
Health,MedPage Today,Emergency Medicine,http://www.medpagetoday.com/rss/EmergencyMedicine.xml
Health,MedPage Today,Endocrinology,http://www.medpagetoday.com/rss/Endocrinology.xml
Finance,Forbes,Energy,http://www.forbes.com/energy/index.xml
News,The Hill,Energy &amp; Environment,http://thehill.com/taxonomy/term/28/feed
Video,BBC,England,http://feeds.bbci.co.uk/news/england/rss.xml?edition=uk
Sports,ESPN,Enrique-Rojas   ,http://search.espn.go.com/rss/enrique-rojas/   
Entertainment,Fox,Entertainment,http://feeds.foxnews.com/foxnews/entertainment?format=xml
Entertainment,NBC,Entertainment,http://feeds.nbcnews.com/feeds/entertainment
Entertainment,AP,Entertainment,http://hosted2.ap.org/atom/APDEFAULT/4e67281c3f754d0696fbfdee0f3f1469
Entertainment,CBS News,Entertainment,http://www.cbsnews.com/latest/rss/entertainment
Entertainment,Sky,Entertainment,http://news.sky.com/feeds/rss/entertainment.xml
Entertainment,News.com.au,Entertainment,http://feeds.news.com.au/public/rss/2.0/news_ent_3169.xml
News,BBC,Entertainment & Arts,http://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=uk
Video,BBC,Entertainment and Arts,http://feeds.bbci.co.uk/news/video_and_audio/entertainment_and_arts/rss.xml?edition=uk
YouTube,CBS,Entertainment Tonight,https://gdata.youtube.com/feeds/base/users/EntertainmentTonight/uploads
Finance,Forbes,Entrepreneurs,http://www.forbes.com/entrepreneurs/index.xml
Sports,ESPN,Eric-Neel     ,http://search.espn.go.com/rss/eric-neel/   
Finance,Forbes,Europe News,http://www.forbes.com/europe_news/index.xml
News,CBS News,Evening News,http://www.cbsnews.com/latest/rss/evening-news        
Kids,Library of Congress,Exquisite Corpse Adventure,http://www.loc.gov/rss/read/eca.xml
YouTube,CBS,Extant,https://gdata.youtube.com/feeds/base/users/CBSExtant/uploads
News,CBS News,Face The Nation,http://www.cbsnews.com/latest/rss/face-the-nation
Health,FDA.gov,FDA Consumer Health Information Updates,http://www.fda.gov/AboutFDA/ContactFDA/StayInformed/RSSFeeds/Consumers/rss.xml
Health,FDA.gov,FDA Drug Info Rounds,http://www.fda.gov/downloads/Drugs/ResourcesForYou/HealthProfessionals/UCM220293.xml
Health,FDA.gov,FDA Drug Info Rounds,http://www.fda.gov/downloads/Drugs/ResourcesForYou/HealthProfessionals/UCM220293.xml
Health,FDA.gov,FDA Drug Shortages,http://www.fda.gov/downloads/Drugs/DrugSafety/DrugShortages/UCM163172.xml
Health,FDA.gov,FDA Food Allergies Feed,http://www.fda.gov/AboutFDA/ContactFDA/StayInformed/RSSFeeds/FoodAllergies/rss.xml
Health,FDA.gov,FDA Food Safety RSS Feed,http://www.fda.gov/AboutFDA/ContactFDA/StayInformed/RSSFeeds/FoodSafety/rss.xml
Health,FDA.gov,FDA Patient Safety News,http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/psn/podcast.cfm
Health,FDA.gov,FDA Voice,http://blogs.fda.gov/fdavoice/?feed=rss
Finance,FDIC,FDIC & Open Government - Recent Updates,https://public.govdelivery.com/topics/USFDIC_95/feed.rss
Finance,FDIC,FDIC Board Meetings - Recent Updates,https://public.govdelivery.com/topics/USFDIC_11/feed.rss
Finance,FDIC,FDIC Quarterly - Recent Updates,https://public.govdelivery.com/topics/USFDIC_34/feed.rss
Finance,FDIC,FDIC State Profiles - Recent Updates,https://public.govdelivery.com/topics/USFDIC_30/feed.rss
Technology,Ars Technica,Features,http://feeds.arstechnica.com/arstechnica/features?format=xml
Health,Consumer Product Safety  Commission,Federal Register Notices,http://www.cpsc.gov/en/Newsroom/CPSC-RSS-Feed/Federal-Register-Notices/
Weather,FEMA,FEMA Housing Portal RSS feed,http://asd.fema.gov/inter/hportal/housingPortalRSS.htm
Weather,FEMA,FEMA: Federal Disaster Declarations,http://www.fema.gov/data/disasters.rss
Weather,FEMA,FEMA: Federal Emergency Declarations,http://www.fema.gov/data/disasters_emergency.rss
Weather,FEMA,FEMA: Federal Fire Management Assistance Declarations,http://www.fema.gov/data/disasters_fire.rss
Weather,FEMA,FEMA: Federal Major Disaster Declarations,http://www.fema.gov/data/disasters_major.rss
Live Channels,Explore.org,Films,http://explore.org/rss/videos/
Finance,The Hill,Finance,http://thehill.com/taxonomy/term/30/feed
Finance,FDIC,Financial Institution Letters - Recent Updates,https://public.govdelivery.com/topics/USFDIC_19/feed.rss
Finance,FDIC,Financial Reform - Recent Updates,https://public.govdelivery.com/topics/USFDIC_104/feed.rss
Political,Library of Congress,Finding Aids,http://findingaids.loc.gov/static/rss/rss_findingaids_news.xml
News,The Hill,Floor Action,http://thehill.com/taxonomy/term/36/feed
Political,Library of Congress,Folklife Today,http://blogs.loc.gov/folklife/feed/
Political,Library of Congress,Folklife Today,http://blogs.loc.gov/folklife/feed/
Health,FDA.gov,Food and Drug Administration Drug Safety Podcast,http://www.fda.gov/downloads/Drugs/DrugSafety/DrugSafetyPodcasts/UCM276120.xml
Health,FDA.gov,Food and Drug Administration--Enforcement Report,http://www.accessdata.fda.gov/scripts/enforcement/rss/rss.xml
Health,FDA.gov,Food and Drug Administration--Press Releases,http://www.fda.gov/AboutFDA/ContactFDA/StayInformed/RSSFeeds/PressReleases/rss.xml
Health,FDA.gov,Food and Drug Administration--Recalls/Safety Alerts,http://www.fda.gov/AboutFDA/ContactFDA/StayInformed/RSSFeeds/Recalls/rss.xml
Health,FDA.gov,Food and Drug Adminstration (FDA): CDRHNew,http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfTopic/cdrhnew-rss.cfm
Finance,Forbes,ForbesWoman,http://www.forbes.com/forbeswoman/index.xml
Sports,ESPN,Fran Fraschilla    ,http://search.espn.go.com/rss/fran-fraschilla/  
Entertainment,NPR,Fresh Air with Terry Gross,http://www.npr.org/rss/rss.php?id=13
Political,Library of Congress,From the Catbird Seat: Poetry & Literature at the Library of Congress,http://blogs.loc.gov/catbird/feed/
Political,Library of Congress,From the Catbird Seat: Poetry & Literature at the Library of Congress,http://blogs.loc.gov/catbird/feed/
News,PBS,Frontline,http://www.pbs.org/wgbh/pages/frontline/rss/files.xml
Health,Consumer Product Safety  Commission,Fuel Lighters Fireworks Technical Reports,http://www.cpsc.gov/en/Newsroom/CPSC-RSS-Feed/Fuel-Lighters-Fireworks-Technical-Reports/
Health,Consumer Product Safety  Commission,"Fuel, Lighters and Fireworks Injury Statistics",http://www.cpsc.gov/en/Newsroom/CPSC-RSS-Feed/Fuel-Lighters-and-Fireworks-Injury-Statistics/
Health,Consumer Product Safety  Commission,Furnaces and Other Heaters Technical Report,http://www.cpsc.gov/en/Newsroom/CPSC-RSS-Feed/Furnaces-and-Other-Heaters-Technical-Report-/
Technology,Time,Gadget of the Week,http://feeds.feedburner.com/time/gadgetoftheweek
Sports,"WIST.com : Columbia, SC",Gamecock TV,http://www.wistv.com/Global/category.asp?C=69606&clienttype=rssvideo
Technology,CBS News,Gamecore,http://www.cbsnews.com/latest/rss/scitech-gamecore
YouTube,CBS,GameSpot,https://gdata.youtube.com/feeds/base/users/gamespot/uploads
Health,MedPage Today,Gastroenterology,http://www.medpagetoday.com/rss/Gastroenterology.xml
Technology,Ars Technica,Gear & Gadgets,http://feeds.arstechnica.com/arstechnica/gadgets?format=xml
Sports,ESPN,Gene-Wojciechowski,http://search.espn.go.com/rss/gene-wojciechowski/   
Health,MedPage Today,Genetics,http://www.medpagetoday.com/rss/Genetics.xml
Sports,ESPN,George Johnson   ,http://search.espn.go.com/rss/george-johnson/   
Health,MedPage Today,Geriatrics,http://www.medpagetoday.com/rss/Geriatrics.xml
News,GobiernoUSA.gov,GobiernoUSA.gov,http://www.usa.gov/gobiernousa/rss/actualizaciones-articulos.xml?WT.rss_f=ultimas+noticias+por+RSS+de+GobiernoUSA.gov&WT.rss_ev=s
Sports,ESPN,Golf Headlines   ,http://sports.espn.go.com/espn/rss/golf/news
Sports,ESPN,Graham Hays    ,http://search.espn.go.com/rss/graham-hays/   
Sports,ESPN,Grantland        ,http://www.grantland.com/feed   
Grants,Grants.gov,Grants Modified Opportunity List by Agency,http://www.grants.gov/rss/GG_OppModByAgency.xml
Grants,Grants.gov,Grants Modified Opportunity List by Category,http://www.grants.gov/rss/GG_OppModByCategory.xml
Grants,Grants.gov,Grants New Opportunity List by Agency,http://www.grants.gov/rss/GG_NewOppByAgency.xml
Grants,Grants.gov,Grants New Opportunity List by Category,http://www.grants.gov/rss/GG_NewOppByCategory.xml
Sports,ESPN,Gregg Easterbrook     ,http://search.espn.go.com/rss/gregg-easterbrook/   
YouTube,NBC,Grimm,https://gdata.youtube.com/feeds/base/users/nbcgrimm/uploads
YouTube,NBC,Hannibal,https://gdata.youtube.com/feeds/base/users/nbcHannibal/uploads
News,MSNBC,Hardball with Chris Matthews,http://www.msnbc.com/feeds/rss/show/13264
News,BBC,Have Your Say,http://feeds.bbci.co.uk/news/have_your_say/rss.xml?edition=uk
YouTube,CBS,Hawaii Five-0,https://gdata.youtube.com/feeds/base/users/HawaiiFiveO/uploads
Science,ScienceDaily,Headlines,http://feeds.sciencedaily.com/sciencedaily
Video,BBC,Health,http://feeds.bbci.co.uk/news/video_and_audio/technology/rss.xml?edition=uk
Video,BBC,Health,http://feeds.bbci.co.uk/news/video_and_audio/health/rss.xml?edition=uk
News,BBC,Health,http://feeds.bbci.co.uk/news/health/rss.xml?edition=uk
Health,AP,Health,http://hosted2.ap.org/atom/APDEFAULT/bbd825583c8542898e6fa7d440b9febc
Health,CBS News,Health,http://www.cbsnews.com/latest/rss/health        
Health,Fox,Health ,http://feeds.foxnews.com/foxnews/health?format=xml
Health,USNews.com,Health ,http://www.usnews.com/rss/health
Health,USNews.com,Health ,http://www.usnews.com/rss/health
Health,FDA.gov,Health Fraud RSS Feed,http://www.fda.gov/AboutFDA/ContactFDA/StayInformed/RSSFeeds/HealthFraud/rss.xml
Health,The Hill,Healthcare,http://thehill.com/taxonomy/term/33/feed
Finance,Forbes,Healthcare,http://www.forbes.com/healthcare/index.xml
Sports,ESPN,Heather-Dinich   ,http://search.espn.go.com/rss/heather-dinich/   
Health,MedPage Today,Hematology/Oncology,http://www.medpagetoday.com/rss/HematologyOncology.xml
Political,Library of Congress,Hispanic Division News and Events,http://www.loc.gov/rss/hispanic/news.xml
Health,MedPage Today,HIV/AIDS,http://www.medpagetoday.com/rss/HIVAIDS.xml
Video,BBC,Home,http://feeds.bbci.co.uk/news/rss.xml?edition=uk
News,Sky,Home,http://news.sky.com/feeds/rss/home.xml
News,New York Times,Home Page ,http://feeds.nytimes.com/nyt/rss/HomePage
Sports,ESPN,Horse Racing Headlines   ,http://sports.espn.go.com/espn/rss/horse/news
Health,MedPage Today,Hospital Based Medicine,http://www.medpagetoday.com/rss/HospitalBasedMedicine.xml
News,The Hill,House,http://thehill.com/taxonomy/term/1131/feed
News,House.gov,House Committee on Veterans' Affairs,http://veterans.house.gov/rss.xml
Political,Library of Congress,House Floor Today,http://thomas.loc.gov/home/rss/housefloortoday.xml
News,House.gov,House Oversight & Government Reform,http://oversight.house.gov/feed/rss/
Sports,Major League Baseball,Houston Astros,http://mlb.mlb.com/partnerxml/gen/news/rss/hou.xml
YouTube,CBS,How I Met Your Mother ,https://gdata.youtube.com/feeds/base/users/howimetyourmother/uploads
News,HUD,HUD Press Releases,http://www.hud.gov/news/hudrss.xml
News,HUD,HUD USER - Comprehensive Housing Market Analysis,http://www.huduser.org/rss/chma.xml
News,HUD,HUD USER - What's New in Periodicals,http://www.huduser.org/rss/periodicals.xml
News,HUD,HUD USER - What's New in Publications,http://www.huduser.org/rss/pub.xml
News,HUD,HUD USER Fair Market Rents,http://www.huduser.org/rss/fmr.xml
News,HUD,HUD USER Income Limits,http://www.huduser.org/rss/il.xml
Entertainment,New Yorker,Humor,http://www.newyorker.com/feed/humor
Science,NASA,Image of the Day,http://www.nasa.gov/rss/image_of_the_day.rss
Weather,FEMA,Images,http://www.fema.gov/media-library/assets/images/rss.xml
Political,Library of Congress,In Custodia Legis: Law Librarians of Congress,http://blogs.loc.gov/law/feed/
News,The Hill,In The Know,http://thehill.com/taxonomy/term/48/feed
Political,Library of Congress,In The Muse: Performing Arts Blog,http://blogs.loc.gov/music/feed/
Health,MedPage Today,Infectious Disease,http://www.medpagetoday.com/rss/InfectiousDisease.xml
Technology,Ars Technica,Infinite Loop,http://feeds.arstechnica.com/arstechnica/apple?format=xml
Political,Library of Congress,"Inside Adams: Science, Technology & Business",http://blogs.loc.gov/inside_adams/feed/
Finance,Forbes,Intelligent Technology,http://www.forbes.com/intelligent-technology/index.xml
